nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
14578;8597;8596;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14579;8597;8596;wspolczynnik;1,112;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14580;8598;8597;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14581;8598;8597;wspolczynnik;1.479;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14582;8599;8598;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14583;8600;8599;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14584;8601;8600;imie;  Marcin ;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14585;8601;8600;miasto;;Brak danych;Brak miasta uzupełniono wartością 'Brak danych'.
14586;8601;8600;kwota;1150,03;1150.03;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14587;8601;8600;wspolczynnik;1.234.5;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
14588;8602;8601;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14589;8603;8602;kwota;1853.49 zł;1853.49;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14590;8603;8602;wspolczynnik;1.298;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14591;8604;8603;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14592;8605;8604;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14593;8605;8604;wspolczynnik;0,853;0.853;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14594;8606;8605;kwota;1080,89;1080.89;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14595;8607;8606;wspolczynnik;1.495;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14596;8608;8607;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14597;8608;8607;wspolczynnik;1.139;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14598;8609;8608;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14599;8609;8608;wspolczynnik;0,851;0.851;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14600;8610;8609;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14601;8611;8610;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14602;8611;8610;kwota;2197,58;2197.58;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14603;8611;8610;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
14604;8612;8611;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14605;8613;8612;wspolczynnik;0,841;0.841;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14606;8614;8613;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14607;8614;8613;wspolczynnik;1.035;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14608;8615;8614;imie;marcin;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14609;8615;8614;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14610;8616;8615;kwota;962,47;962.47;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14611;8617;8616;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14612;8617;8616;wspolczynnik;0,621;0.621;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14613;8618;8617;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14614;8620;8619;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14615;8620;8619;wspolczynnik;1.374;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14616;8621;8620;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14617;8621;8620;kwota;1214,59;1214.59;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14618;8621;8620;wspolczynnik;0,354;0.354;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14619;8622;8621;ilosc;44 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14620;8622;8621;wspolczynnik;1.491;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14621;8623;8622;wspolczynnik;1.35;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14622;8624;8623;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14623;8625;8624;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14624;8625;8624;wspolczynnik;81%;0.810;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14625;8626;8625;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14626;8626;8625;kwota;3490,68 zł;3490.68;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14627;8626;8625;wspolczynnik;0.95;0.950;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14628;8627;8626;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14629;8627;8626;wspolczynnik;1.195;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14630;8628;8627;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14631;8628;8627;wspolczynnik;1.191;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14632;8629;8628;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14633;8629;8628;wspolczynnik;0,343;0.343;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14634;8630;8629;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14635;8630;8629;wspolczynnik;1.304;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14636;8631;8630;kwota;3995,06;3995.06;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14637;8632;8631;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14638;8633;8632;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14639;8633;8632;wspolczynnik;1,169;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14640;8634;8633;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14641;8635;8634;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14642;8636;8635;kwota;1768,75;1768.75;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14643;8637;8636;wspolczynnik;0,999;0.999;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14644;8638;8637;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14645;8638;8637;wspolczynnik;1.284;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14646;8640;8639;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14647;8641;8640;imie;;Brak danych;Brak imienia uzupełniono wartością 'Brak danych'.
14648;8641;8640;nazwisko;KOWALCZYK;Kowalczyk;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
14649;8641;8640;kwota;1 566.36;1566.36;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14650;8641;8640;wspolczynnik;1,194;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14651;8642;8641;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14652;8642;8641;wspolczynnik;0.21;0.210;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14653;8643;8642;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14654;8644;8643;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14655;8645;8644;wspolczynnik;0,996;0.996;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14656;8646;8645;kwota;3301,73;3301.73;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14657;8647;8646;wspolczynnik;1.213;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14658;8648;8647;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14659;8648;8647;wspolczynnik;1.422;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14660;8649;8648;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14661;8649;8648;kwota;4456.31 zł;4456.31;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14662;8649;8648;wspolczynnik;1,064;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14663;8650;8649;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14664;8651;8650;imie;  Agnieszka ;Agnieszka;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14665;8651;8650;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14666;8651;8650;kwota;3193,86;3193.86;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14667;8652;8651;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14668;8653;8652;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14669;8653;8652;wspolczynnik;0,227;0.227;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14670;8654;8653;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14671;8654;8653;wspolczynnik;1.371;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14672;8655;8654;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14673;8656;8655;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14674;8656;8655;kwota;915,23;915.23;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14675;8657;8656;wspolczynnik;0,219;0.219;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14676;8658;8657;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14677;8659;8658;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14678;8659;8658;ilosc;262 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14679;8659;8658;kwota;0;0.00;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14680;8659;8658;wspolczynnik;1.115;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14681;8661;8660;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14682;8661;8660;kwota;2340,63;2340.63;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14683;8661;8660;wspolczynnik;0,93;0.930;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14684;8662;8661;wspolczynnik;1.304;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14685;8663;8662;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14686;8663;8662;wspolczynnik;0.91;0.910;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14687;8664;8663;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14688;8664;8663;wspolczynnik;1.183;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14689;8665;8664;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14690;8665;8664;wspolczynnik;0,592;0.592;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14691;8666;8665;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14692;8666;8665;kwota;4336,37;4336.37;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14693;8668;8667;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14694;8668;8667;wspolczynnik;1.038;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14695;8669;8668;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14696;8669;8668;wspolczynnik;1,421;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14697;8670;8669;wspolczynnik;1.097;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14698;8671;8670;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14699;8671;8670;kwota;3139,30;3139.30;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14700;8672;8671;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14701;8672;8671;kwota;4433.60 zł;4433.60;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14702;8672;8671;wspolczynnik;1.295;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14703;8673;8672;wspolczynnik;1,154;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14704;8674;8673;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14705;8676;8675;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14706;8676;8675;kwota;3991,40;3991.40;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14707;8677;8676;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14708;8677;8676;wspolczynnik;1,106;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14709;8678;8677;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14710;8679;8678;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14711;8679;8678;wspolczynnik;1.143;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14712;8681;8680;nazwisko;Kamiński  ;Kamiński;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
14713;8681;8680;kwota;856,68;856.68;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14714;8681;8680;wspolczynnik;1,343;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14715;8682;8681;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14716;8682;8681;wspolczynnik;1.186;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14717;8683;8682;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14718;8684;8683;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14719;8685;8684;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14720;8685;8684;wspolczynnik;0,976;0.976;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14721;8686;8685;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14722;8686;8685;kwota;2392,64;2392.64;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14723;8687;8686;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14724;8687;8686;wspolczynnik;0.42;0.420;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
